Year,Date,Ticker,Company Name,Response,Event Type NLP
2010,2010-02-22,ED,CONSOLIDATED EDISON INC,"['Manhattan Steam Main Rupture', 'Investigation of Contractor Payments', 'Permit Non-Compliance and Pollution Discharges', ""Changes to the Utilities' Rate Plans"", 'Environmental consequences of operations', 'Disruption in the Wholesale Energy Markets', 'Substantial Unfunded Pension and Other Postretirement Benefit Liabilities', 'Internal Revenue Service Disallowed Tax Deductions', 'Weather events affecting demand for services', 'Natural disasters and terrorist attacks affecting Company facilities', 'Economic conditions affecting customer demand and ability to pay for services']","['Energy', 'Business', 'Weather', 'Economy', 'Economy', 'Energy', 'Economy', 'Business', 'Weather', 'Business', 'Economy']"
2010,2010-02-25,IP,INTL PAPER CO,"[""The global economic downturn and the resulting decrease in demand for paper and packaging products could negatively impact the Company's financial performance."", ""Changes in raw material costs, particularly for wood fiber, energy, and chemicals, could adversely affect the Company's profitability."", ""The Company's operations are subject to various environmental laws and regulations, and non-compliance could result in fines, penalties, or other liabilities."", ""The Company's pension and postretirement benefit obligations are subject to market fluctuations and changes in interest rates, which could impact the Company's financial position."", ""The Company's business is subject to risks associated with competition, including pricing pressures and changes in customer preferences."", ""Disruptions in the Company's supply chain, including transportation and logistics issues, could impact the Company's ability to deliver products to customers.""]","['Economy', 'Economy', 'Business', 'Economy', 'Business', 'Business']"
2010,2010-03-08,MTRN,MATERION CORP,"['Delphi Corporation filing for bankruptcy in 2005 and emerging from bankruptcy reorganization in 2009', 'Fluctuations in copper prices due to global demand and market conditions', 'Impact of the global economic crisis on consumer electronics demand in 2009', 'Changes in credit markets affecting access to financial markets', 'Impact of terrorist attacks or acts of violence on facilities and operations', 'Impact of climate change legislation on energy costs', 'Impact of stock market performance on pension plan assets', 'Impact of currency exchange rate fluctuations on financial performance', 'Potential impairment of goodwill if shareholder equity exceeds market capitalization for a number of quarters']","['Business', 'Economy', 'Economy', 'Economy', 'Business', 'Energy', 'Economy', 'Economy', 'Business']"
2010,2010-02-19,DOV,DOVER CORP,"['Impact of natural disasters on global energy markets', 'Events in the Middle East and possible future terrorist threats affecting the worldwide economy', 'Increasing price and product/service competition by international and domestic competitors', 'Volatility of energy prices affecting the Energy platform in the Fluid Management segment', 'Adverse effects of significant increases in the cost of raw materials or unavailability of raw materials', 'Risks associated with expansion into new geographic markets outside the U.S.', 'Exposure to exchange rate fluctuations on cross border transactions', 'Failure to achieve projected savings and synergies', 'Challenges in attracting, retaining, and developing personnel', 'Adverse effects of domestic and foreign governmental and public policy changes', 'Unforeseen developments in contingencies such as litigation', 'Risks associated with protecting or obtaining patent and other intellectual property rights', 'Impact of unsuccessful capital allocation and acquisition program or inability to divest non-core assets and businesses', 'Impact of credit ratings on borrowing costs and access to liquidity']","['Energy', 'Economy', 'Economy', 'Energy', 'Energy', 'Economy', 'Economy', 'Economy', 'Business', 'Political', 'Political', 'Business', 'Business', 'Economy']"
2010,2010-02-19,PNW,PINNACLE WEST CAPITAL CORP,"['The mention of the economic downturn and market disruptions in the financial risks section', ""The impact of climate change on APS' operations and potential financial risks related to climate change litigation and regulatory efforts"", ""The potential impact of pending legislation on greenhouse gas emissions and renewable energy standards on APS' business"", 'The mention of the real estate market weakening significantly in 2008 and 2009, resulting in impairment charges for SunCor']","['Economy', 'Weather', 'Energy', 'Economy']"
2010,2010-06-28,FRD,FRIEDMAN INDUSTRIES INC,"['USS announced temporary idling of plant at Lone Star, Texas in February 2009 due to weak market conditions', 'Friedman Industries Inc received few orders from USS from February 2009 until February 2010', 'Friedman Industries Inc experienced shutdowns or reduced production due to equipment failures', 'Steel industry affected by general economic conditions and downturns in the U.S. economy', 'Market price of Friedman Industries Inc common stock subject to fluctuations due to various factors', 'Environmental regulations may require Friedman Industries Inc to spend considerable funds for compliance', 'Competition from other materials may affect market prices and demand for steel products', 'Increased competition could force Friedman Industries Inc to lower prices or offer additional services at higher cost', 'Steel companies subject to changes in governmental policies and international economic conditions', 'Downturns in demand for durable goods likely to adversely affect profitability and cash flows']","['Business', 'Business', 'Business', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy']"
2010,2010-02-23,DTE,DTE ENERGY CO,"['Economic downturn impacting regional and national economic conditions', 'Credit rating downgrade affecting access to capital markets', 'Turmoil in credit markets constraining ability to issue new debt', 'Poor investment performance of pension and benefit plans impacting liquidity', 'Impairment of goodwill potentially impacting financial position', 'Scrutiny on energy trading industry affecting earnings potential', 'Credit risk of counterparties impacting cash flows', 'Rate regulation affecting ability to increase rates', 'Refunds required for self-implemented rates impacting financial performance', 'Electric Customer Choice program affecting financial performance', 'Weather conditions affecting earnings and cash flow', 'Risks associated with operating a nuclear facility', 'Risks associated with construction and capital improvement projects', 'Fluctuations in energy commodity prices impacting financial results', 'Fluctuations in industrial raw materials prices impacting financial results', 'Unplanned power plant outages leading to increased costs', 'Uncertainty in estimates of gas reserves impacting financial performance', 'Potential limitations on utilization of production tax credits', 'Reliance on cash flows from subsidiaries for interest and dividends', 'Compliance with environmental laws and liability impacting expenses', 'Renewable portfolio standards and energy efficiency programs affecting business', 'Threats of terrorism or cyber attacks disrupting operations', 'Insurance coverage potentially not fully covering economic losses', 'Security of personally identifiable information impacting reputation and costs', 'Continuous improvement initiatives potentially yielding less cost savings than expected', 'Work interruptions due to union strikes impacting business operations', 'Retention and attraction of key executive officers and skilled employees impacting operations']","['Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Energy', 'Economy', 'Economy', 'Economy', 'Economy', 'Weather', 'Energy', 'Economy', 'Economy', 'Economy', 'Energy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Economy', 'Business', 'Business']"
2010,2010-02-22,B,BARNES GROUP INC,"['Global economic downturn impacting business and financial results', 'Consolidation in industries affecting business and financial results', 'High fuel prices impacting operating results', 'Environmental regulations imposing costs and requirements on operations', 'Turmoil in equity and credit markets limiting ability to undertake acquisitions']","['Economy', 'Economy', 'Economy', 'Business', 'Economy']"
2010,2010-12-10,AMAT,APPLIED MATERIALS INC,"['In February 2010, the Seoul Prosecutor’s Office for the Eastern District in Korea indicted certain employees of Applied Materials Korea (AMK) for alleged improper receipt and use of confidential information of Samsung Electronics Co., Ltd.', 'Applied and Samsung entered into a settlement agreement effective as of November 1, 2010, which resolves potential civil claims related to the matter mentioned above. ', 'Applied is engaged in discussions with tax authorities in Singapore and the United States concerning tax incentives related to certain activities in Singapore. ', 'Applied is subject to regular examination by the Internal Revenue Service and other tax authorities, and from time to time initiates amendments to previously filed tax returns. ', 'Applied is implementing a comprehensive program to better align its global organizations and processes, including initiatives to enhance the Asia supply chain, integrate its sales teams into the business units, and improve back office and information technology infrastructure.']","['Business', 'Business', 'Economy', 'General', 'Business']"
2010,2010-03-10,AVD,AMERICAN VANGUARD CORP,"[""The Company's financial performance may be impacted by changes in the agricultural industry, such as fluctuations in commodity prices, changes in government regulations, and shifts in consumer preferences."", ""The Company's business operations may be affected by natural disasters, such as hurricanes, floods, or droughts, which could disrupt supply chains and impact production."", ""The Company's international operations may be subject to political and economic risks, such as changes in foreign exchange rates, trade restrictions, and geopolitical instability."", ""The Company's ability to compete effectively in the market may be hindered by technological advancements, changes in consumer behavior, or the entry of new competitors."", ""The Company's financial condition may be impacted by changes in interest rates, inflation rates, or other macroeconomic factors that affect the cost of borrowing and the availability of credit.""]","['Economy', 'Business', 'Economy', 'Business', 'Economy']"
2010,2010-02-26,HE,HAWAIIAN ELECTRIC INDS,"[""The global economic downturn and financial market volatility may impact the company's financial performance and ability to access capital markets."", ""Changes in government regulations and policies, particularly related to energy and environmental regulations, could affect the company's operations and financial results."", ""Natural disasters, such as hurricanes or earthquakes, could disrupt the company's operations and infrastructure."", ""Competition from other energy providers and potential changes in customer preferences could impact the company's market share and revenue."", ""Changes in fuel prices and availability could affect the company's operating costs and profitability."", ""Labor disputes or disruptions in the supply chain could impact the company's operations and financial performance.""]","['Economy', 'Energy', 'Business', 'Energy', 'Energy', 'Business']"
2010,2010-02-26,ITW,ILLINOIS TOOL WORKS,"['Global economic crisis impacting markets served by the Company', 'Expansion of global operations and associated political and economic risks', 'Acquisition of businesses potentially impacting profitability and return on invested capital', 'Financial market risks affecting defined benefit pension plans', 'Fluctuation between U.S. dollar and other currencies impacting operating income', 'Diminished credit availability affecting financing', 'Raw material price increases and supply shortages affecting results', 'Challenges in introducing new products and protecting intellectual property', 'Unfavorable environment for making acquisitions impacting growth rate', 'Unfavorable tax law changes and tax authority rulings affecting results', 'Potential adverse outcome in legal proceedings affecting results.']","['Economy', 'Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Political', 'Business']"
2010,2010-03-01,CMS,CMS ENERGY CORP,"[""The Company's financial performance and results of operations may be adversely affected by the ongoing global economic downturn, which has resulted in decreased demand for electricity and natural gas, reduced liquidity in the credit markets, and increased volatility in the financial markets."", ""The Company's operations are subject to various risks associated with the energy industry, including fluctuations in commodity prices, changes in regulatory requirements, and the potential for environmental liabilities."", ""The Company's ability to access capital markets and obtain financing on favorable terms may be limited by market conditions, credit ratings, and other factors beyond its control."", ""The Company's business operations are subject to various risks related to natural disasters, terrorist attacks, and other events that could disrupt its operations, damage its infrastructure, or harm its employees and customers."", ""The Company's financial condition and results of operations may be adversely affected by changes in tax laws, accounting standards, or other regulatory requirements that could increase its costs or reduce its revenues.""]","['Economy', 'Energy', 'Economy', 'Business', 'Business']"
2010,2010-02-24,FLS,FLOWSERVE CORP,"[""The global economic downturn and financial market volatility may continue to have a negative impact on Flowserve's business, financial condition, and results of operations."", ""Flowserve's business is subject to risks associated with operating in international markets, including political, economic, and regulatory risks."", ""Flowserve's business may be adversely affected by changes in foreign currency exchange rates."", ""Flowserve's business is subject to risks associated with potential disruptions in its supply chain, including natural disasters, pandemics, and other events beyond its control."", ""Flowserve's business is subject to risks associated with potential cybersecurity threats and data breaches."", ""Flowserve's business may be adversely affected by changes in laws and regulations, including environmental regulations and trade restrictions.""]","['Economy', 'Economy', 'Economy', 'Business', 'Business', 'Economy']"
2010,2010-03-23,CVR,CHICAGO RIVET & MACHINE CO,"['Decline in domestic automotive production between 1999 and 2009', 'Financial distress, bankruptcy filings, and declines in automotive sales in 2008 and 2009 due to global recession', 'Increased competition from international suppliers with economic advantages', 'Increased costs for steel and other raw materials impacting business', 'Risk of work stoppages or closures due to labor relations issues at customer plants', 'Exposure to warranty and product liability claims, potential product recalls', 'Adverse impact of environmental laws and regulations on operations', 'Dependence on key employees for successful operations', 'Requirement to comply with Section 404 of the Sarbanes-Oxley Act', 'Volatility in the price of common stock due to various factors, thinly traded stock on NYSE Amex']","['Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2010,2010-04-28,APOG,APOGEE ENTERPRISES INC,"['The global economic downturn and credit crisis have negatively impacted the construction industry, which could result in reduced demand for our products and services.', 'Our business is subject to risks associated with fluctuations in raw material prices, particularly aluminum and glass.', 'We face risks associated with our ability to successfully integrate acquisitions, including the risk of overpaying for acquisitions or failing to realize anticipated synergies.', 'Our business is subject to risks associated with changes in government regulations and tariffs, particularly those related to energy efficiency and environmental standards.', 'We face risks associated with potential litigation, including product liability claims and disputes with customers or suppliers.', 'Our business is subject to risks associated with competition from larger, more established companies in the building and construction industry.', 'We face risks associated with our reliance on key customers, particularly in the commercial construction sector.', 'Our business is subject to risks associated with fluctuations in foreign currency exchange rates, particularly as we expand our international operations.']","['Economy', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Economy']"
2010,2010-04-16,REX,REX AMERICAN RESOURCES CORP,"['The mention of the American Jobs Creation Act of 2004 and the Volumetric Ethanol Tax Credit', 'The potential impact of the Renewable Fuel Standard program in the Energy Independence and Security Act of 2007', ""The discussion of the California Air Resources Board's Low Carbon Fuel Standard"", 'The potential competition from ethanol producers in Central America and the Caribbean under the Caribbean Basin Initiative', 'The mention of Brazil as a significant ethanol producer and potential competition from imported ethanol', 'The discussion of potential changes in interest rates and their impact on the ethanol investments', 'The mention of interest rate swaps and their impact on debt obligations', 'The discussion of extended product service contracts and associated costs', 'The mention of vacant warehouse and retail space after the wind down of the retail business and the potential challenges in leasing or selling these properties']","['Economy', 'Energy', 'Energy', 'Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Business']"
2010,2010-11-24,HP,HELMERICH & PAYNE,"[""The filing mentions the impact of the Deepwater Horizon oil spill in the Gulf of Mexico on the company's operations and financial performance."", 'It also discusses the potential risks associated with changes in oil and gas prices, as well as fluctuations in drilling activity.', ""The filing highlights the potential impact of regulatory changes and environmental regulations on the company's business operations."", 'It mentions the risks associated with competition in the oil and gas drilling industry, including pricing pressures and market share challenges.', ""The filing also discusses the potential impact of geopolitical events and global economic conditions on the company's financial performance.""]","['Business', 'Economy', 'Business', 'Economy', 'Economy']"
2010,2010-08-20,CRS,CARPENTER TECHNOLOGY CORP,"['Worldwide economic downturn impacting global manufacturing activity', 'Volatile oil prices affecting demand for products in the energy market', 'Proposed climate change legislation potentially impacting results of operations', 'Product liability and quality claims affecting operating results', 'Litigation claims increasing potential for loss not covered by insurance', 'Uncertainties and risks associated with acquisitions, joint ventures, and business combinations', 'Risks associated with international sales, including political and economic instability', 'Potential repeal of LIFO inventory valuation method impacting cash flows and financial condition', 'Dependence on retention of key personnel for future success', 'Dependence on IT infrastructure to support information requirements of operations']","['Economy', 'Energy', 'Weather', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business']"
2010,2010-02-18,CSL,CARLISLE COS INC,"['The global economic downturn and financial market volatility may continue to have a negative impact on our business, financial condition, and results of operations.', 'Our business is subject to risks associated with the cyclical nature of the industries in which we operate, including the automotive, construction, and aerospace industries.', 'Changes in consumer preferences, technological advancements, or competitive pressures could negatively impact our sales and profitability.', 'Disruptions in our supply chain, including shortages of raw materials or components, could adversely affect our ability to manufacture and deliver products to customers.', 'Our operations are subject to risks associated with natural disasters, pandemics, terrorist attacks, and other events beyond our control.', 'Changes in government regulations, trade policies, or tariffs could impact our costs, pricing, and ability to compete in the global marketplace.', 'Our success depends on our ability to attract and retain key personnel, and any failure to do so could harm our business.', 'We may be subject to litigation, regulatory investigations, or other legal proceedings that could result in significant costs or liabilities.', 'Our business is subject to risks associated with foreign currency exchange rates, interest rates, and other financial market fluctuations.', 'Failure to effectively manage our growth, acquisitions, or strategic initiatives could harm our business and financial performance.']","['Business', 'Business', 'Economy', 'Business', 'Political', 'Economy', 'Business', 'Business', 'Economy', 'Business']"
2010,2010-11-30,IIIN,INSTEEL INDUSTRIES,"['The expiration of the federal transportation funding authorization, SAFETEA-LU, in September 2009 and its extension through December 2010', ""The impact of the American Recovery and Reinvestment Act (ARRA) on the demand for Insteel Industries' products"", 'The imposition of anti-dumping and countervailing duties by the Department of Commerce against Chinese producers of PC strand in June 2010', 'The passage of The Patient Protection and Affordable Care Act in March 2010 and its potential impact on healthcare costs for Insteel Industries', ""The volatility in the price of hot-rolled carbon steel wire rod and its impact on Insteel Industries' financial results"", 'The potential risks and challenges associated with the integration of the business acquired in the Ivy Transaction', ""The potential impact of strikes or work stoppages by unionized employees on Insteel Industries' production and earnings"", ""The ongoing escalation in employee benefit costs, natural gas prices, electricity prices, fuel costs, and consumables, and their impact on Insteel Industries' operating costs""]","['Energy', 'Economy', 'Business', 'Economy', 'Economy', 'Business', 'Economy', 'Economy']"
2010,2010-03-01,CWT,CALIFORNIA WATER SERVICE GP,"['California Public Utilities Commission reinstated its policy to allow utilities to adjust their rates for rate changes by power companies in 2003', 'Low Carbon Fuel Standard Program approved in April 2009, to go into effect in January 2011, requiring the use of low carbon fuel for diesel engines', 'Proposed cap and trade regulations scheduled to be approved in late 2010 and implemented in 2012 to reduce emissions to 1990 levels by 2020', ""State of California's Department of Toxic Substances Control named California Water Service GP as a potential responsible party for cleanup of toxic contamination plume in Chico groundwater in 1995"", 'Court approved consent decrees in 2007 requiring California Water Service GP to incur capital costs of $1.5 million and future operating costs with a present value of approximately $2.6 million', 'Lawsuit filed by insurance carrier, Employers Insurance of Wausau, against California Water Service GP for reimbursement of past defense costs and declaratory determination of coverage in 2008', 'Increase in uncollectible accounts in 2007, 2008, and 2009 due to significant declines in real estate values and rising unemployment', 'Negotiated wage increases with unions in November 2009 for 2010 and 2011', 'Increased security measures implemented post September 11, 2001 terrorist attacks', 'Potential requirement to adopt International Financial Reporting Standards (IFRS) by 2016 according to SEC timetable']","['Energy', 'Energy', 'Economy', 'General', 'Energy', 'Business', 'Economy', 'Economy', 'Energy', 'General']"
2010,2010-02-19,NEU,NEWMARKET CORP,"[""The global economic downturn and financial crisis may continue to negatively impact the Company's business, financial condition, and results of operations."", ""The Company's business is subject to risks associated with fluctuations in currency exchange rates, interest rates, and commodity prices."", ""The Company's operations are subject to risks associated with changes in government regulations and policies, including environmental regulations."", ""The Company's ability to compete effectively may be adversely affected by changes in market conditions, technological advancements, and competitive pressures."", ""The Company's financial performance may be impacted by disruptions in its supply chain, including natural disasters, labor disputes, and other events beyond its control.""]","['Economy', 'Economy', 'Business', 'Business', 'Business']"
2010,2010-02-16,GGG,GRACO INC,"[""The current economic downturn and financial market turmoil has depressed demand for Graco Inc's equipment worldwide"", ""Graco Inc's Contractor segment depends on a few large customers for a significant portion of its sales, and significant declines in purchases by these customers could reduce sales"", ""Graco Inc's growth strategy includes acquisitions, and the success of this strategy depends on obtaining financing, completing acquisitions, and effectively integrating them into the existing business model"", ""Approximately 52 percent of Graco Inc's sales in 2009 were generated by customers located outside the United States, exposing the company to risks such as terrorist activities, civil disturbances, and changes in foreign exchange rates"", 'Graco Inc has increased its sourcing of raw materials and components from vendors outside the United States, and interruption or delays in delivery may adversely affect profitability', ""Graco Inc's operations are at risk of damage or destruction by natural disasters such as earthquakes, tornadoes, or heavy precipitation"", ""Competition from new entrants who copy Graco Inc's products and infringe on their intellectual property could affect demand for their products and impact revenues and profits""]","['Economy', 'Business', 'Business', 'Business', 'Business', 'Energy', 'Business']"
2010,2010-01-22,FUL,FULLER (H. B.) CO,"['Adverse conditions in the global economy impacting customers and sales volume', 'Increases in prices and declines in availability of raw materials', 'Uncertainties in foreign political and economic conditions and fluctuations in foreign currency', 'Substantial competition in operating segments and geographic areas', 'Failure to protect intellectual property', 'Potential impairment charges on long-lived assets', 'Lawsuits and claims with uncertain outcomes', 'Costs and expenses from compliance with environmental laws and regulations', 'Distressed financial markets impacting pension trust assets and future estimated liabilities', 'Inability to make or effectively integrate acquisitions', 'Catastrophic events disrupting operations', 'Inability to attract and retain qualified personnel']","['Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Business', 'Economy', 'Economy', 'Business', 'Business', 'Political']"
2010,2010-12-22,HEI,HEICO CORP,"['Impact of global industry and economic conditions on the aviation industry', 'Potential reduction in defense, space, or homeland security spending', 'Risks associated with sales to foreign customers', 'Intense competition from existing and new competitors', 'Dependence on the development and manufacture of new products, equipment, and services', 'Inability to obtain certain components and raw materials from suppliers', 'Potential product liability claims', 'Environmental liabilities and lack of specific environmental liability insurance', 'Damages or disruption to business caused by natural disasters', 'Tax changes affecting effective tax rate and future profitability', 'Administrative, operational, and financial resources to continue growing the company', 'Execution of acquisition strategy', 'Dependence on key personnel and potential loss of key employees', 'Influence of executive officers and directors over management and direction']","['Economy', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business']"
2010,2010-02-26,NBR,NABORS INDUSTRIES LTD,"[""The global economic downturn and the resulting decrease in demand for oil and gas could negatively impact the company's financial performance."", ""The company's operations are subject to risks associated with operating in international markets, including political and economic instability, changes in foreign exchange rates, and compliance with foreign laws and regulations."", ""Changes in government regulations and environmental laws could increase the company's operating costs and affect its ability to conduct business."", ""The company's financial performance is dependent on the price of oil and gas, which is subject to volatility and fluctuations in the global market."", ""The company's ability to secure financing and access capital markets may be impacted by changes in market conditions and investor sentiment."", 'The company faces competition from other oilfield services companies, which could impact its market share and profitability.', ""Natural disasters, accidents, and other unforeseen events could disrupt the company's operations and result in financial losses."", ""The company's success is dependent on its ability to attract and retain skilled employees, and any difficulties in doing so could impact its operations."", ""The company's business is subject to risks associated with technological advancements and changes in industry standards, which could impact its competitiveness."", ""The company's financial performance could be negatively impacted by changes in tax laws and regulations in the jurisdictions in which it operates.""]","['Economy', 'Business', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business']"
2010,2010-02-26,SPXC,SPX CORP,"['Worldwide economic conditions and tightening of credit markets since 2008', 'Proposed tax increases and changes in tax laws and regulations by the United States government', 'Significant volatility in raw material prices, including petroleum-based products, steel, and copper', 'Potential climate change-related laws or regulations impacting markets for products', 'Dependence on information technology networks and systems, including the Internet, for operations', 'Provisions in corporate documents and Delaware law inhibiting changes in control of the company']","['Economy', 'Economy', 'Energy', 'Economy', 'Business', 'Business']"
2010,2010-02-26,CNP,CENTERPOINT ENERGY INC,"[""Court appeals regarding CenterPoint Houston's true-up application to the Texas Supreme Court"", 'Sale of Texas retail business by RRI to NRG Retail LLC', 'Lawsuits against Reliant Energy and RRI related to natural gas sales in California', 'Lawsuits related to asbestos exposure claims', 'Climate change legislation and regulatory initiatives', 'EPA regulations on greenhouse gas emissions', 'Impact of climate changes on severe weather events and warmer temperatures on business operations']","['General', 'Business', 'Energy', 'Weather', 'Political', 'Energy', 'Weather']"
2010,2010-02-19,GD,GENERAL DYNAMICS CORP,"[""The global economic downturn and financial market volatility may impact General Dynamics' business, financial condition, and results of operations."", ""General Dynamics' business may be adversely affected by changes in government spending priorities, policies, and regulations."", ""General Dynamics' ability to compete effectively may be impacted by changes in the defense industry, including consolidation, competition, and technological advancements."", ""General Dynamics' business may be negatively impacted by cybersecurity threats and data breaches."", ""General Dynamics' operations may be disrupted by natural disasters, terrorist attacks, or other catastrophic events."", ""General Dynamics' financial performance may be affected by fluctuations in foreign currency exchange rates and international economic conditions.""]","['Economy', 'Economy', 'Economy', 'Business', 'General', 'Economy']"
2010,2010-02-26,BKH,BLACK HILLS CORP,"['The global financial crisis and its impact on credit markets', 'Proposed regulations by the Commodity Futures Trading Commission on energy commodities', 'Changes in federal and state laws concerning climate change and air emissions', 'Legislative proposals such as the American Clean Energy and Security Act of 2009 and the Clean Energy Jobs and American Power Act', 'Increased regulatory penalties by FERC for violations', 'Industry consolidation and competition in the electric utility industry', 'The impact of the Pension Protection Act of 2006 on defined benefit pension plans', 'Rising costs of providing health care benefits to employees and retirees', 'Compliance with Section 404 of the Sarbanes-Oxley Act of 2002 on internal controls', 'Potential impairment of goodwill related to the Aquila Transaction']","['Economy', 'Energy', 'Weather', 'Energy', 'General', 'Economy', 'Economy', 'Economy', 'Business', 'Economy']"
2010,2010-03-03,FELE,FRANKLIN ELECTRIC CO INC,"['Worldwide financial and credit market disruptions and uncertainty leading to a recession', ""Decline in housing starts impacting demand for the Company's products"", 'Increases in prices of raw materials, components, and commodities affecting operations', 'Political, economic, and other risks associated with operating a multinational business', 'Changes in treaties, agreements, policies, and laws implemented by the United States affecting international operations', 'Fluctuations in foreign currency exchange rates impacting international operations', 'Delays in introducing new products or achieving market acceptance affecting revenues', 'Product recalls due to defects in design or manufacture leading to financial expenditure and harm to reputation', 'Growth of municipal water systems and government restrictions on groundwater pumping reducing demand for private water wells', 'Environmental legislation impacting demand for Fueling Systems products and leading to fluctuations in revenues and profitability', 'Changes in tax legislation regarding foreign earnings affecting future results.']","['Economy', 'Economy', 'Economy', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Economy', 'Economy', 'Economy']"
2010,2010-02-25,IFF,INTL FLAVORS & FRAGRANCES,"['The global economic downturn and financial market volatility may adversely affect our business, financial condition, and results of operations.', 'Our business is subject to risks associated with the global nature of our operations, including risks related to political, economic, and social instability in the countries in which we operate.', 'Changes in consumer preferences, including a shift towards natural and organic products, could negatively impact our sales and profitability.', 'The loss of key customers or the inability to attract new customers could have a material adverse effect on our business.', 'Disruptions in our supply chain, including raw material shortages or price increases, could negatively impact our operations and financial performance.']","['Business', 'Business', 'Economy', 'Business', 'Economy']"
2010,2010-02-26,DUK,DUKE ENERGY CORP,"[""Duke Energy's customers in Ohio have begun to select alternative electric generation service providers, impacting Duke Energy's results of operations."", ""Duke Energy anticipates cumulative capital expenditures of approximately $14 billion to $15 billion from 2010 to 2012, which could impact Duke Energy's financial position."", ""Duke Energy faces competition from new competitors with greater financial resources, potentially affecting Duke Energy's ability to make investments or acquisitions."", ""Duke Energy's operations and investments outside the United States expose Duke Energy to risks related to fluctuations in currency rates, which may impact Duke Energy's cash flows and results of operations."", ""Duke Energy is subject to numerous legal proceedings, including claims for damages related to asbestos exposure, the outcomes of which could negatively affect Duke Energy's financial position."", ""Duke Energy's operating results may fluctuate on a seasonal and quarterly basis, with demand for power peaking during warmer summer months."", ""Duke Energy is subject to extensive federal regulation by FERC, the NRC, and other federal agencies, which can affect Duke Energy's operations and costs."", ""Potential terrorist activities or military actions could adversely affect Duke Energy's business, leading to increased political, economic, and financial market instability.""]","['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']"
2010,2010-11-29,CBT,CABOT CORP,"['In June 2009, Cabot Corp received an information request from the U.S. Environmental Protection Agency (EPA) as part of an EPA national initiative focused on the U.S. carbon black manufacturing sector.', 'The European Commission (EC) published a new directive in December 2005 that includes carbon black manufacturing in the combustion sector and in Phase II of the Emissions Trading Scheme for the period 2008 to 2012.', ""There are ongoing discussions in various regions and countries, including the U.S., Canada, China, and Brazil, regarding greenhouse gas emission reduction programs, but those programs have not yet been defined and their potential impact on Cabot Corp's manufacturing operations or financial results cannot be estimated at this time.""]","['Business', 'Economy', 'Economy']"
2010,2010-10-29,CMC,COMMERCIAL METALS,"['Global economic factors affecting demand for products', 'Excess capacity in the steel industry leading to lower domestic prices', 'Increased regulation related to climate change and greenhouse gas emissions', 'Fluctuations in the value of the U.S. dollar affecting business operations', 'Potential impact of customers defaulting on debts', 'Compliance with environmental and remediation requirements', 'Competition from other materials affecting market prices', 'Litigation matters affecting profitability', 'Health care legislation impacting workforce and costs', 'Risks of equipment failures leading to production disruptions']","['Economy', 'Economy', 'Energy', 'Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Business']"
2010,2010-03-08,CPK,CHESAPEAKE UTILITIES CORP,"['The merger with FPU and the associated benefits and risks', 'Instability and volatility in the financial markets', 'Downgrade in credit rating', 'Debt covenant obligations', 'Economic conditions and interest rates', 'Inflation', 'Market risks and commodity price volatility', 'Credit risk and credit requirements', 'Impact of economic conditions on customers', 'Changes in weather affecting operations', 'Dependence on limited number of suppliers', 'Access to interstate natural gas pipelines and electric transmission capacity', 'Commodity price changes affecting operating costs', 'Propane inventory risk', 'Operational interruptions and safety risks', 'Competition in natural gas, electric, and propane markets', 'Changes in technology affecting information services subsidiary', 'Use of derivative instruments', 'Customer growth affecting earnings', 'Capital projects costs', 'Terrorism and political unrest affecting economy and energy prices', 'Regulatory risks and changes in regulatory environment', 'Costs of compliance with environmental laws', 'Risks related to climate change', 'Pending environmental matters and remediation costs.']","['Economy', 'Economy', 'General', 'Business', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Weather', 'Economy', 'Energy', 'Economy', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Economy', 'Economy', 'Economy', 'Economy', 'Weather', 'Economy']"
